,P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),S. Name,S. Constellation,S. Type,P. Disc. Method,P. Disc. Year
195,gamma Cephei b,2.0,1.0,1.0,2.0,1,2.472912,2.72434,3.008695,gamma Cephei,Cep,K1III-IV,Radial Velocity,2003
196,gamma Lib b,2.0,1.0,1.0,2.0,1,24.8931,40.16303,69.13356,gamma Lib,Lib,K0III,Radial Velocity,2018
197,gamma Lib c,2.0,1.0,1.0,2.0,1,11.3613,12.63924,14.10278,gamma Lib,Lib,K0III,Radial Velocity,2018
198,GJ 15A b,2.0,4.0,2.0,1.0,1,3.493732,4.199658,5.093664,GJ 15A,And,M2V,Radial Velocity,2014
199,GJ 27.1 b,2.0,3.0,1.0,1.0,1,3.22165,3.769535,4.439334,GJ 27.1,Phe,M0.5V,Radial Velocity,2014
200,GJ 86 A b,2.0,1.0,1.0,2.0,1,40.58894,44.4541,48.79272,GJ 86 A,Eri,K1V,Radial Velocity,2000
201,GJ 160.2 b,2.0,3.0,1.0,1.0,1,55.32088,62.26718,70.34292,GJ 160.2,Eri,M0V,Radial Velocity,2014
202,GJ 163 b,2.0,3.0,1.0,1.0,1,2.75927,2.818206,2.878753,GJ 163,Dor,M3.5,Radial Velocity,2012
203,GJ 163 c,3.0,2.0,2.0,1.0,3,0.5515569,0.6630019,0.804139,GJ 163,Dor,M3.5,Radial Velocity,2012
204,GJ 163 d,1.0,3.0,1.0,2.0,1,0.005030649,0.01073471,0.0272512,GJ 163,Dor,M3.5,Radial Velocity,2013
205,GJ 176 b,2.0,2.0,2.0,1.0,1,8.882277,8.882278,8.88228,GJ 176,Tau,M2.5V,Radial Velocity,2007
206,GJ 179 b,1.0,1.0,1.0,2.0,1,0.001965386,0.002942638,0.004609867,GJ 179,Ori,M3.5,Radial Velocity,2010
207,GJ 180 b,3.0,2.0,2.0,1.0,2,0.9960187,1.234564,1.549138,GJ 180,Eri,M2V,Radial Velocity,2014
208,GJ 180 c,3.0,2.0,2.0,1.0,2,0.6584886,0.785473,0.9446748,GJ 180,Eri,M2V,Radial Velocity,2014
209,GJ 229 A b,1.0,3.0,1.0,2.0,1,0.09940835,0.120879,0.1484853,GJ 229 A,Lep,M1 V,Radial Velocity,2014
210,GJ 229 Bb,,1.0,1.0,,1,             ,             ,             ,GJ 229 Bb,Lep,M1 V,Imaging,1995
211,GJ 273 b,3.0,4.0,2.0,1.0,2,1.003524,1.220269,1.498954,GJ 273,CMi,M3.5,Radial Velocity,2017
212,GJ 273 c,2.0,4.0,2.0,1.0,1,5.536193,7.689316,10.99925,GJ 273,CMi,M3.5,Radial Velocity,2017
213,GJ 317 b,1.0,1.0,1.0,2.0,1,0.005388496,0.006679036,0.008380889,GJ 317,Pyx,M3.5,Radial Velocity,2007
214,GJ 317 c,1.0,1.0,1.0,2.0,1,2.97E-06,1.65E-05,0.00026928,GJ 317,Pyx,M3.5,Radial Velocity,2007
215,GJ 328 b,1.0,1.0,1.0,2.0,1,0.001041315,0.002103179,0.004922937,GJ 328,Hya,K7,Radial Velocity,2013
216,GJ 422 b,3.0,2.0,2.0,2.0,2,0.6164306,0.6804333,0.7529997,GJ 422,Cen,M3.5V,Radial Velocity,2014
217,GJ 433 b,2.0,2.0,2.0,1.0,1,5.840059,6.446419,7.133913,GJ 433,Hya,M1.5,Radial Velocity,2009
218,GJ 433 c,1.0,3.0,1.0,2.0,1,0.001306665,0.00181485,0.00259607,GJ 433,Hya,M1.5,Radial Velocity,2012
219,GJ 436 b,2.0,3.0,1.0,1.0,1,30.08927,43.49088,65.25721,GJ 436,Leo,M2.5,Primary Transit,2004
220,GJ 504 b,1.0,1.0,1.0,2.0,1,0.001158965,0.001158966,0.001158966,GJ 504,Vir,GOV,Imaging,2013
221,GJ 536 b,2.0,2.0,2.0,1.0,1,7.992558,9.351799,11.0135,GJ 536,Vir,M1,Radial Velocity,2016
222,GJ 570 Db,1.0,1.0,1.0,2.0,1,8.53E-08,8.53E-08,8.53E-08,GJ 570 Db,Lib,K4/M1/M3,Imaging,2000
223,GJ 581 b,2.0,3.0,1.0,1.0,1,6.76612,7.195362,7.659428,GJ 581,Lib,M2.5V,Radial Velocity,2005
224,GJ 581 c,2.0,2.0,2.0,1.0,1,1.98165,2.27422,2.62301,GJ 581,Lib,M2.5V,Radial Velocity,2007
225,GJ 581 e,2.0,4.0,2.0,1.0,1,8.852251,16.27629,33.34861,GJ 581,Lib,M2.5V,Radial Velocity,2009
226,GJ 625 b,2.0,4.0,2.0,1.0,1,1.646878,2.120652,2.777983,GJ 625,Dra,M2,Radial Velocity,2017
227,GJ 649 b,1.0,1.0,1.0,2.0,1,0.01567702,0.02776705,0.05405717,GJ 649,Her,M1.5,Radial Velocity,2009
228,GJ 649 c,2.0,2.0,2.0,1.0,1,12.81783,18.83514,28.83528,GJ 649,Her,M1.5,Radial Velocity,2013
229,GJ 667 C b,2.0,2.0,2.0,1.0,1,4.207579,5.418015,7.097418,GJ 667 C,Sco,M1.5V,Radial Velocity,2009
230,GJ 667 C c,3.0,4.0,2.0,1.0,2,0.8427715,0.8769776,0.9129552,GJ 667 C,Sco,M1.5V,Radial Velocity,2011
231,GJ 667 C d,1.0,2.0,2.0,1.0,1,0.1695281,0.1799281,0.1911438,GJ 667 C,Sco,M1.5V,Radial Velocity,2013
232,GJ 667 C e,3.0,4.0,2.0,1.0,3,0.290249,0.3020295,0.3144201,GJ 667 C,Sco,M1.5V,Radial Velocity,2013
233,GJ 667 C f,3.0,4.0,2.0,1.0,3,0.5306531,0.5632069,0.5983137,GJ 667 C,Sco,M1.5V,Radial Velocity,2013
234,GJ 667 C g,1.0,4.0,2.0,2.0,1,0.03897282,0.04560067,0.05370333,GJ 667 C,Sco,M1.5V,Radial Velocity,2013
235,GJ 674 b,2.0,3.0,1.0,1.0,1,15.26617,17.52007,20.20707,GJ 674,Ara,M2.5,Radial Velocity,2007
236,GJ 676 A b,1.0,1.0,1.0,2.0,1,0.01663422,0.03075689,0.06350941,GJ 676 A,Ara,M0V,Radial Velocity,2009
237,GJ 676 A c,1.0,1.0,1.0,2.0,1,0.001523893,0.002239282,0.003428183,GJ 676 A,Ara,M0V,Radial Velocity,2012
238,GJ 676 A d,2.0,4.0,2.0,1.0,1,42.37339,56.67265,77.55215,GJ 676 A,Ara,M0V,Radial Velocity,2012
239,GJ 676 A e,2.0,3.0,1.0,1.0,1,1.777829,2.815345,4.731746,GJ 676 A,Ara,M0V,Radial Velocity,2012
240,GJ 682 b,2.0,4.0,2.0,1.0,1,1.516594,1.774511,2.08982,GJ 682,Sco,M3.5V,Radial Velocity,2014
241,GJ 682 c,3.0,2.0,2.0,2.0,3,0.3020603,0.3673006,0.4511845,GJ 682,Sco,M3.5V,Radial Velocity,2014
242,GJ 687 b,3.0,3.0,1.0,1.0,1,0.7364886,0.7971932,0.8643177,GJ 687,Dra,M3.5V,Radial Velocity,2014
243,GJ 758 b,1.0,1.0,1.0,2.0,1,0.000122626,0.000363109,0.001577339,GJ 758,Lyr,K0V,Imaging,2009
244,GJ 785 b,2.0,3.0,1.0,1.0,1,2.2218,2.860967,3.747771,GJ 785,Cap,K1V,Radial Velocity,2010
245,GJ 785 c,1.0,3.0,1.0,2.0,1,0.1197583,0.2201949,0.4511591,GJ 785,Cap,K1V,Radial Velocity,2011
246,GJ 832 b,1.0,1.0,1.0,2.0,1,0.001715767,0.002007557,0.002364274,GJ 832,Gru,M1.5,Radial Velocity,2008
247,GJ 832 c,3.0,2.0,2.0,1.0,2,0.9315086,0.9886534,1.05028,GJ 832,Gru,M1.5,Radial Velocity,2014
248,GJ 849 b,1.0,1.0,1.0,2.0,1,0.002521107,0.002582131,0.002645046,GJ 849,Aqr,M3.5V,Radial Velocity,2006
249,GJ 849 c,1.0,1.0,1.0,2.0,1,0.000298914,0.000454293,0.000725019,GJ 849,Aqr,M3.5V,Radial Velocity,2013
250,GJ 876 b,3.0,1.0,1.0,2.0,1,0.3374618,0.3374619,0.3374619,GJ 876,Aqr,M4 V,Radial Velocity,2000
251,GJ 876 c,3.0,1.0,1.0,2.0,1,0.8685535,0.8720312,0.8755281,GJ 876,Aqr,M4 V,Radial Velocity,2000
252,GJ 876 d,2.0,2.0,2.0,1.0,1,28.95018,33.93901,40.05334,GJ 876,Aqr,M4 V,Radial Velocity,2005
253,GJ 876 e,1.0,3.0,1.0,2.0,1,0.1138234,0.1313898,0.1524902,GJ 876,Aqr,M4 V,Radial Velocity,2010
254,GJ 1132 b,2.0,4.0,2.0,1.0,1,18.53447,18.53447,18.53447,GJ 1132,Vel,M3.5,Primary Transit,2015
255,GJ 1132 c,2.0,4.0,2.0,1.0,1,1.203076,2.014862,3.640508,GJ 1132,Vel,M3.5,Primary Transit,2018
256,GJ 1214 b,2.0,2.0,4.0,1.0,1,10.93212,18.30866,33.08059,GJ 1214,Oph,M,Primary Transit,2009
257,GJ 3021 b,2.0,1.0,1.0,2.0,1,1.249225,3.316921,11.92351,GJ 3021,Hyi,G6 V,Radial Velocity,2000
258,GJ 3138 b,2.0,4.0,2.0,1.0,1,10.69665,13.25849,16.63683,GJ 3138,Cet,M0,Radial Velocity,2017
259,GJ 3138 c,2.0,4.0,2.0,1.0,1,77.91904,112.3704,168.1503,GJ 3138,Cet,M0,Radial Velocity,2017
260,GJ 3138 d,1.0,3.0,1.0,1.0,1,0.05044841,0.09275752,0.1900516,GJ 3138,Cet,M0,Radial Velocity,2017
261,GJ 3293 b,3.0,3.0,1.0,1.0,1,0.9148337,1.029704,1.163251,GJ 3293,Eri,M2.5,Radial Velocity,2014
262,GJ 3293 c,1.0,3.0,1.0,2.0,1,0.1310833,0.1624776,0.2038777,GJ 3293,Eri,M2.5,Other,2014
263,GJ 3293 d,3.0,2.0,2.0,1.0,3,0.4476868,0.5656049,0.7251003,GJ 3293,Eri,M2.5,Radial Velocity,2014
264,GJ 3293 e,2.0,4.0,2.0,1.0,1,2.141834,3.206822,5.02373,GJ 3293,Eri,M2.5,Radial Velocity,2017
265,GJ 3323 b,3.0,4.0,2.0,1.0,2,0.776563,1.207001,1.981179,GJ 3323,Eri,M4,Radial Velocity,2017
266,GJ 3323 c,1.0,4.0,2.0,1.0,1,0.0578602,0.08036305,0.1149561,GJ 3323,Eri,M4,Radial Velocity,2017
267,GJ 3341 b,2.0,2.0,2.0,1.0,1,2.13124,3.846028,7.680214,GJ 3341,Col,M2.5,radial velocity,2014
268,GJ 3470 b,2.0,3.0,1.0,1.0,1,36.02943,36.02943,36.02944,GJ 3470,Cnc,M1.5,Primary Transit,2012
269,GJ 3634 b,2.0,2.0,2.0,1.0,1,20.8285,24.37066,28.70102,GJ 3634,Hya,M2.5,Radial Velocity,2011
270,GJ 3942 b,2.0,2.0,2.0,1.0,1,16.07219,20.34426,26.13733,GJ 3942,Dra,M0,Radial Velocity,2017
271,GJ 3998 b,2.0,4.0,2.0,1.0,1,49.15769,49.1577,49.15771,GJ 3998,Oph,M1,Radial Velocity,2016
272,GJ 3998 c,2.0,2.0,2.0,1.0,1,4.743261,5.22552,5.770939,GJ 3998,Oph,M1,Radial Velocity,2016
273,GJ 9827 b,2.0,2.0,2.0,1.0,1,279.953,279.953,279.9531,GJ 9827,Psc,K6V,Primary Transit,2017
274,GJ 9827 c,2.0,4.0,2.0,1.0,1,64.37906,64.37907,64.37908,GJ 9827,Psc,K6V,Primary Transit,2017
275,GJ 9827 d,2.0,4.0,4.0,1.0,1,31.70406,31.70406,31.70407,GJ 9827,Psc,K6V,Primary Transit,2017
276,GP Com b,2.0,1.0,1.0,2.0,1,9669.743,9669.743,9669.744,GP Com,Com,DBe D,Other,2016
277,GQ Lup b,1.0,1.0,1.0,2.0,1,5.04E-05,5.04E-05,5.04E-05,GQ Lup,Lup,K7eV,Imaging,2005
278,GSC 6214-210 b,1.0,1.0,1.0,2.0,1,1.27E-06,1.27E-06,1.27E-06,GSC 6214-210,Sco,M1,Imaging,2010
279,GU Psc b,1.0,1.0,1.0,2.0,1,5.30E-09,5.30E-09,5.30E-09,GU Psc,Psc,M3,Imaging,2014
280,HAT-P-1 b,2.0,1.0,1.0,1.0,1,449.1832,512.5095,587.4374,HAT-P-1,Lac,GOV,Primary Transit,2006
281,HAT-P-2 b,2.0,1.0,1.0,2.0,1,344.5467,926.172,3399.484,HAT-P-2,Her,F8,Primary Transit,2007
282,HAT-P-3 b,2.0,1.0,1.0,1.0,1,285.412,285.4121,285.4121,HAT-P-3,UMa,K,Primary Transit,2007
283,HAT-P-4 b,2.0,1.0,1.0,1.0,1,1372.384,1372.384,1372.384,HAT-P-4,Boo,F,Primary Transit,2007
284,HAT-P-5 b,2.0,1.0,1.0,1.0,1,879.6064,879.6064,879.6067,HAT-P-5,Lyr,G,Primary Transit,2007
285,HAT-P-6 b,2.0,1.0,1.0,1.0,1,1300.24,1300.24,1300.24,HAT-P-6,And,F,Primary Transit,2007
286,HAT-P-7 b,2.0,1.0,1.0,1.0,1,3834.345,3834.346,3834.346,HAT-P-7,Cyg,F,Primary Transit,2008
287,HAT-P-8 b,2.0,1.0,1.0,1.0,1,1641.64,1641.64,1641.641,HAT-P-8,Peg,F,Primary Transit,2008
288,HAT-P-9 b,2.0,1.0,1.0,1.0,1,904.8587,904.8588,904.859,HAT-P-9,Aur,F,Primary Transit,2008
289,HAT-P-11 b,2.0,3.0,1.0,1.0,1,58.625,97.27116,173.6191,HAT-P-11,Cyg,K4,Primary Transit,2009
290,HAT-P-12 b,2.0,1.0,1.0,1.0,1,139.3912,139.3912,139.3912,HAT-P-12,CVn,K,Primary Transit,2009
291,HAT-P-13 b,2.0,1.0,1.0,1.0,1,1181.896,1215.805,1250.958,HAT-P-13,UMa,G4,Primary Transit,2009
292,HAT-P-13 c,3.0,1.0,1.0,2.0,1,0.5683177,2.091848,13.69649,HAT-P-13,UMa,G4,Radial Velocity,2009
293,HAT-P-14 b,2.0,1.0,1.0,2.0,1,867.2703,1044.512,1269.544,HAT-P-14,Her,F,Primary Transit,2010
294,HAT-P-15 b,2.0,1.0,1.0,2.0,1,76.44624,110.2464,164.972,HAT-P-15,Per,G5,Primary Transit,2010
295,HAT-P-16 b,2.0,1.0,1.0,2.0,1,1078.409,1158.162,1245.472,HAT-P-16,And,F8,Primary Transit,2010
296,HAT-P-17 b,2.0,1.0,1.0,2.0,1,33.78617,65.22389,143.0742,HAT-P-17,Cyg,K,Primary Transit,2010
297,HAT-P-17 c,1.0,1.0,1.0,2.0,1,0.05202869,0.06326609,0.07771476,HAT-P-17,Cyg,K,Radial Velocity,2010
298,HAT-P-18 b,2.0,1.0,1.0,1.0,1,67.8816,83.49763,103.8832,HAT-P-18,Her,K,Primary Transit,2010
299,HAT-P-19 b,2.0,1.0,1.0,1.0,1,151.3027,172.6334,197.8721,HAT-P-19,And,K,Primary Transit,2010
300,HAT-P-20 b,2.0,1.0,1.0,2.0,1,143.4864,147.8377,152.3576,HAT-P-20,Gem,K7,Primary Transit,2010
301,HAT-P-21 b,2.0,1.0,1.0,2.0,1,290.3158,449.5509,734.4319,HAT-P-21,UMa,G3,Primary Transit,2010
302,HAT-P-22 b,2.0,1.0,1.0,2.0,1,433.4453,447.4767,462.0879,HAT-P-22,UMa,G5,Primary Transit,2010
303,HAT-P-23 b,2.0,1.0,1.0,2.0,1,2793.092,3435.638,4274.434,HAT-P-23,Del,G5,Primary Transit,2010
304,HAT-P-24 b,2.0,1.0,1.0,1.0,1,1042.869,1189.894,1363.854,HAT-P-24,Gem,F8,Primary Transit,2010
305,HAT-P-25 b,2.0,1.0,1.0,1.0,1,326.4827,347.8792,371.0695,HAT-P-25,Ari,G5,Primary Transit,2010
306,HAT-P-26 b,2.0,3.0,1.0,1.0,1,127.9086,162.8355,210.56,HAT-P-26,Vir,K1,Primary Transit,2010
307,HAT-P-27-WASP-40 b,2.0,1.0,1.0,1.0,1,302.5032,352.5828,413.4986,HAT-P-27-WASP-40,Vir,G8,Primary Transit,2011
308,HAT-P-28 b,2.0,1.0,1.0,1.0,1,546.098,603.9769,669.7649,HAT-P-28,And,G3,Primary Transit,2011
309,HAT-P-29 b,2.0,1.0,1.0,1.0,1,345.9584,416.6611,506.4272,HAT-P-29,Per,F8,Primary Transit,2011
310,HAT-P-30-WASP-51 b,2.0,1.0,1.0,1.0,1,1287.713,1380.229,1481.257,HAT-P-30-WASP-51,Hya,F,Primary Transit,2011
311,HAT-P-31 b,2.0,1.0,1.0,2.0,1,478.9751,765.6108,1302.182,HAT-P-31,Her,F,Primary Transit,2011
312,HAT-P-32 b,2.0,1.0,1.0,1.0,1,1398.693,1917.203,2700.036,HAT-P-32,And,F/G,Primary Transit,2011
313,HAT-P-33 b,2.0,1.0,1.0,1.0,1,1426.569,1900.77,2589.648,HAT-P-33,Gem,F,Primary Transit,2011
314,HAT-P-34 b,2.0,1.0,1.0,2.0,1,355.8864,823.1313,2364.188,HAT-P-34,Sge,F,Primary Transit,2012
315,HAT-P-35 b,2.0,1.0,1.0,1.0,1,979.2142,1029.083,1082.195,HAT-P-35,Hya,F,Primary Transit,2012
316,HAT-P-36 b,2.0,1.0,1.0,2.0,1,1632.5,1848.236,2100.945,HAT-P-36,CVn,G,Primary Transit,2012
317,HAT-P-37 b,2.0,1.0,1.0,2.0,1,392.7481,440.3451,495.4041,HAT-P-37,Dra,G,Primary Transit,2012
318,HAT-P-38 b,2.0,1.0,1.0,1.0,1,198.1059,226.035,259.0809,HAT-P-38,Tri,G,Primary Transit,2012
319,HAT-P-39 b,2.0,1.0,1.0,1.0,1,1563.165,1563.165,1563.166,HAT-P-39,Gem,F,Primary Transit,2012
320,HAT-P-40 b,2.0,1.0,1.0,1.0,1,1614.016,1614.017,1614.017,HAT-P-40,Lac,F,Primary Transit,2012
321,HAT-P-41 b,2.0,1.0,1.0,1.0,1,1233.663,1233.663,1233.663,HAT-P-41,Aql,F,Primary Transit,2012
322,HAT-P-42 b,2.0,1.0,1.0,1.0,1,689.2172,689.2173,689.2174,HAT-P-42,Hya,G,Primary Transit,2012
323,HAT-P-43 b,2.0,1.0,1.0,1.0,1,565.8174,565.8174,565.8175,HAT-P-43,Cnc,G,Primary Transit,2012
324,HAT-P-44 b,2.0,1.0,1.0,1.0,1,228.8458,263.6524,305.3565,HAT-P-44,Boo,K,Primary Transit,2013
325,HAT-P-44 c,3.0,1.0,1.0,2.0,1,1.383454,1.383454,1.383454,HAT-P-44,Boo,K,Primary Transit,2013
326,HAT-P-45 b,2.0,1.0,1.0,1.0,1,1114.774,1228.116,1356.302,HAT-P-45,Ser,F,Primary Transit,2013
327,HAT-P-46 b,2.0,1.0,1.0,1.0,1,584.2561,742.3782,957.8898,HAT-P-46,Ser,F,Primary Transit,2013
328,HAT-P-46 c,2.0,1.0,1.0,2.0,1,16.37738,16.37738,16.37738,HAT-P-46,Ser,F,Primary Transit,2013
329,HAT-P-47 b,2.0,1.0,1.0,1.0,1,1099.111,1099.111,1099.112,HAT-P-47,Ari,F,Primary Transit,2016
330,HAT-P-48 b,2.0,1.0,1.0,1.0,1,568.9089,568.909,568.909,HAT-P-48,Ari,G,Primary Transit,2016
331,HAT-P-49 b,2.0,1.0,1.0,1.0,1,3399.413,3399.414,3399.415,HAT-P-49,Vul,A5,Primary Transit,2014
332,HAT-P-50 b,2.0,1.0,1.0,1.0,1,1577.258,1973.779,2503.346,HAT-P-50,Gem,F,Primary Transit,2015
333,HAT-P-51 b,2.0,1.0,1.0,1.0,1,264.5467,336.1432,433.7253,HAT-P-51,Psc,G,Primary Transit,2015
334,HAT-P-52 b,2.0,1.0,1.0,2.0,1,331.5381,363.8206,400.1486,HAT-P-52,Ari,K,Primary Transit,2015
335,HAT-P-53 b,2.0,1.0,1.0,1.0,1,1286.138,1668.771,2205.09,HAT-P-53,And,G,Primary Transit,2015
336,HAT-P-54 b,2.0,1.0,1.0,2.0,1,64.89006,75.04971,87.28399,HAT-P-54,Gem,K,Primary Transit,2014
337,HAT-P-55 b,2.0,1.0,1.0,1.0,1,379.5194,497.1241,664.082,HAT-P-55,Her,G,Primary Transit,2015
338,HAT-P-56 b,2.0,1.0,1.0,2.0,1,1224.389,1960.763,3342.923,HAT-P-56,Gem,F,Primary Transit,2015
339,HAT-P-57 b,2.0,1.0,1.0,1.0,1,3874.944,3874.944,3874.944,HAT-P-57,Aql,A,Primary Transit,2015
340,HAT-P-65 b,2.0,1.0,1.0,1.0,1,1364.204,2416.271,4704.02,HAT-P-65,Equ,G,Primary Transit,2016
341,HAT-P-66 b,2.0,1.0,1.0,1.0,1,2164.117,2164.118,2164.118,HAT-P-66,UMa,F,Primary Transit,2016
342,HAT-P-67 b,2.0,1.0,1.0,1.0,1,555.1408,879.1135,1477.525,HAT-P-67,Her,F,Primary Transit,2017
343,HATS-1 b,2.0,1.0,1.0,2.0,1,464.175,586.4362,751.8057,HATS-1,Crt,G,Primary Transit,2012
344,HATS-2 b,2.0,1.0,1.0,2.0,1,1020.932,1020.932,1020.932,HATS-2,Crt,K,Primary Transit,2013
345,HATS-3 b,2.0,1.0,1.0,1.0,1,1223.233,1223.233,1223.233,HATS-3,Cap,F,Primary Transit,2013
346,HATS-4 b,2.0,1.0,1.0,2.0,1,486.4999,499.2668,512.462,HATS-4,CMa,G,Primary Transit,2014
347,HATS-5 b,2.0,1.0,1.0,1.0,1,176.6044,183.4087,190.5477,HATS-5,Eri,G,Primary Transit,2014
348,HATS-6 b,2.0,1.0,1.0,1.0,1,42.71117,42.71117,42.71118,HATS-6,Lep,M1V,Primary Transit,2014
349,HATS-7 b,2.0,3.0,1.0,1.0,1,228.6356,228.6356,228.6357,HATS-7,Vir,K2,Primary Transit,2015
350,HATS-8 b,2.0,3.0,1.0,1.0,1,265.4139,546.2954,1314.553,HATS-8,Sgr,G2V,Primary Transit,2015
351,HATS-9 b,2.0,1.0,1.0,1.0,1,1382.19,1776.437,2322.038,HATS-9,Sgr,G,Primary Transit,2015
352,HATS-10 b,2.0,1.0,1.0,1.0,1,288.798,750.0681,2598.31,HATS-10,Sgr,G,Primary Transit,2015
353,HATS-11 b,2.0,1.0,1.0,1.0,1,656.5255,1253.219,2705.592,HATS-11,Sgr,G0,Primary Transit,2016
354,HATS-12 b,2.0,1.0,1.0,2.0,1,2729.997,3225.239,3838.354,HATS-12,Sgr,F,Primary Transit,2016
355,HATS-13 b,2.0,1.0,1.0,1.0,1,286.6355,405.6763,593.4711,HATS-13,Cap,G,Primary Transit,2015
356,HATS-14 b,2.0,1.0,1.0,2.0,1,336.126,442.7957,595.3953,HATS-14,Cap,G,Primary Transit,2015
357,HATS-15 b,2.0,1.0,1.0,2.0,1,825.0446,825.0447,825.0448,HATS-15,Cap,G,Primary Transit,2014
358,HATS-16 b,2.0,1.0,1.0,2.0,1,1063.412,1063.412,1063.412,HATS-16,Scl,G,Primary Transit,2015
359,HATS-17 b,2.0,1.0,1.0,2.0,1,68.85584,72.93599,77.32514,HATS-17,Cen,G,Primary Transit,2016
360,HATS-18 b,2.0,1.0,1.0,2.0,1,2177.654,3001.868,4255.901,HATS-18,Hya,G,Primary Transit,2016
361,HATS-19 b,2.0,1.0,1.0,1.0,1,560.018,991.9004,1931.042,HATS-19,Ant,G0,Primary Transit,2016
362,HATS-20 b,2.0,1.0,1.0,1.0,1,127.0548,329.9875,1143.109,HATS-20,Cen,G9V,Primary Transit,2016
363,HATS-21 b,2.0,1.0,1.0,1.0,1,449.953,449.9531,449.9532,HATS-21,Pav,G4V,Primary Transit,2016
364,HATS-22 b,2.0,1.0,1.0,2.0,1,77.10735,90.04634,105.8248,HATS-22,Hya,K,Primary Transit,2016
365,HATS-23 b,2.0,1.0,1.0,1.0,1,1005.363,1255.71,1589.209,HATS-23,Tel,G,Primary Transit,2015
366,HATS-24 b,2.0,1.0,1.0,2.0,1,2004.143,3173.733,5334.089,HATS-24,Pav,F,Primary Transit,2016
367,HATS-25 b,2.0,1.0,1.0,1.0,1,371.7264,441.7067,529.0006,HATS-25,Hya,G,Primary Transit,2016
368,HATS-26 b,2.0,1.0,1.0,1.0,1,1797.269,2279.332,2934.689,HATS-26,Ant,F,Primary Transit,2016
369,HATS-27 b,2.0,1.0,1.0,1.0,1,751.3264,1306.131,2479.665,HATS-27,Cen,F,Primary Transit,2016
370,HATS-28 b,2.0,1.0,1.0,1.0,1,336.9193,410.4751,505.2902,HATS-28,Tel,G,Primary Transit,2016
371,HATS-29 b,2.0,1.0,1.0,1.0,1,305.9443,357.2834,419.8885,HATS-29,Vel,G,Primary Transit,2016
372,HATS-30 b,2.0,1.0,1.0,1.0,1,605.1516,665.3766,733.3187,HATS-30,Tuc,G,Primary Transit,2016
373,HATS-31 b,2.0,1.0,1.0,1.0,1,1210.306,1891.734,3127.146,HATS-31,Hya,F,Primary Transit,2016
374,HATS-32 b,2.0,1.0,1.0,1.0,1,325.3878,797.9091,2515.215,HATS-32,Aqr,G,Primary Transit,2016
375,HATS-33 b,2.0,1.0,1.0,2.0,1,593.221,694.1061,817.4402,HATS-33,Tel,G,Primary Transit,2016
376,HATS-34 b,2.0,1.0,1.0,1.0,1,720.1935,720.1935,720.1937,HATS-34,Tuc,G,Primary Transit,2016
377,HATS-35 b,2.0,1.0,1.0,1.0,1,2836.062,2836.063,2836.063,HATS-35,Pav,F,Primary Transit,2016
378,HATS-36 b,2.0,1.0,1.0,2.0,1,342.1968,599.3447,1149.306,HATS-36,Sgr,G0V,Primary Transit,2017
379,HATS-39 b,2.0,1.0,1.0,1.0,1,751.6534,1270.634,2324.168,HATS-39,Pup,F,Primary Transit,2018
380,HATS-40 b,2.0,1.0,1.0,1.0,1,1857.182,3364.016,6752.136,HATS-40,CMa,F,Primary Transit,2018
381,HATS-41 b,2.0,1.0,1.0,2.0,1,690.4454,1421.128,3419.666,HATS-41,CMa,F,Primary Transit,2018
382,HATS-42 b,2.0,1.0,1.0,2.0,1,1289.627,2000.709,3276.255,HATS-42,Pup,F,Primary Transit,2018
383,HATS-43 b,2.0,1.0,1.0,1.0,1,118.9196,166.1053,239.2071,HATS-43,Col,K,Primary Transit,2017
384,HATS-44 b,2.0,1.0,1.0,1.0,1,196.8421,335.2446,619.2888,HATS-44,Col,K,Primary Transit,2017
385,HATS-45 b,2.0,1.0,1.0,1.0,1,575.1229,910.7567,1530.708,HATS-45,CMa,F,Primary Transit,2017
386,HATS-46 b,2.0,1.0,1.0,1.0,1,85.04723,249.2028,1062.474,HATS-46,Phe,G,Primary Transit,2017
387,HATS-50 b,2.0,1.0,1.0,1.0,1,246.354,660.7494,2416.119,HATS-50,Sgr,G,Primary Transit,2017
388,HATS-51 b,2.0,1.0,1.0,1.0,1,537.3509,1006.678,2116.913,HATS-51,CMa,G,Primary Transit,2017
389,HATS-52 b,2.0,1.0,1.0,2.0,1,1322.259,2117.494,3610.136,HATS-52,Pyx,F,Primary Transit,2017
390,HATS-53 b,2.0,1.0,1.0,1.0,1,275.7357,516.5659,1086.271,HATS-53,Hya,G,Primary Transit,2017
391,HATS-59 b,2.0,1.0,1.0,1.0,1,209.0437,268.6699,351.1871,HATS-59,Crt,G,Primary Transit,2018
392,HATS-59 c,1.0,1.0,1.0,2.0,1,0.1365358,0.1597555,0.1881421,HATS-59,Crt,G,Radial Velocity,2018
393,HD 142 b,3.0,1.0,1.0,2.0,1,0.6797231,0.9440796,1.350467,HD 142,Phe,G1 IV,Radial Velocity,2001
394,HD 142 c,1.0,1.0,1.0,2.0,1,0.01429974,0.02141002,0.03354043,HD 142,Phe,G1 IV,Radial Velocity,2012
395,HD 564 b,3.0,1.0,1.0,2.0,1,0.6420728,0.7747785,0.9436917,HD 564,Phe,G3V,Radial Velocity,2014
